deal_id;status;bot;account;bot_id;bot_pairs;strategy;signals;pair;take_profit_condition;safety_order_volume / base_order_volume;safety_order_step_percentage;take_profit_type;created_at;closed_at;duration;profit_percentage_from_total_volume;profit_percentage_from_base_volume;max_safety_orders_count;active_safety_orders_count;used_safety_orders;martingale_volume_coefficient;martingale_step_coefficient;safety_order_volume;safety_order_volume_type;base_order_volume;base_order_volume_type;bought_volume;sold_volume;bought_amount;sold_amount;final_profit;close_date;note
2095629143;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-03-31 19:39:14;2023-04-01 07:38:09;43135.045891;1.501878416464303;3.0192017;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.102837;20.4017798;609.8895;609.8;0.30192017;2023-04-01;
2096123897;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-01 12:31:29;2023-04-05 02:36:39;309910.053834;1.5049901375931949;8.6697407;6;1;3;1.5;1.5;10.0;quote_currency;10.0;quote_currency;57.606628;58.47158988;1834.8633;1834.8;0.86697407;2023-04-05;
2099318594;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-05 07:11:30;2023-04-05 08:39:55;5305.291493;1.5289125345818257;1.5446374;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.10285;10.25467506;317.8818;317.8;0.15446374;2023-04-05;
2099531790;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-05 14:21:42;2023-04-06 08:13:12;64289.57023;1.5048056195900317;5.282392300000001;6;1;2;1.5;1.5;10.0;quote_currency;10.0;quote_currency;35.103486;35.63076657;1070.1288;1070.1;0.52823923;2023-04-06;
2100116519;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-06 10:24:26;2023-04-06 11:46:28;4922.40772;1.5190357610250298;1.5343563;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.100857;10.25135938;310.3893;310.3;0.15343563;2023-04-06;
2100161162;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-06 11:47:24;2023-04-07 00:48:42;46877.680435;1.506753885157788;3.029131;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.103688;20.4036759;611.5878;611.5;0.3029131;2023-04-07;
2100662267;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-07 05:47:23;2023-04-07 07:02:22;4499.61888;1.512419224555735;1.527858;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.10208;10.25185788;309.1905;309.1;0.1527858;2023-04-07;
2100827059;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-07 11:27:25;2023-04-07 12:06:37;2352.392026;1.5151829330165447;1.5305431;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.101375;10.25440533;299.0007;299.0;0.15305431;2023-04-07;
2100845092;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-07 12:06:48;2023-04-07 14:09:58;7390.567294;1.5132805608125572;1.5286166;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.101343;10.25399174;293.6061;293.6;0.15286166;2023-04-07;
2101100444;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-07 23:01:21;2023-04-08 14:59:54;57512.292352;1.512001747581466;5.3081549;6;1;2;1.5;1.5;10.0;quote_currency;10.0;quote_currency;35.106804;35.63625008;1058.2407;1058.2;0.53081549;2023-04-08;
2101677435;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-08 19:47:15;2023-04-09 04:11:50;30275.101156;1.5155481566143563;3.0466422;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.102576;20.40721636;598.7007;598.7;0.30466422;2023-04-09;
2102018152;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-09 07:27:20;2023-04-09 10:35:36;11295.96634;1.5185896411180047;3.0532165;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.105606;20.40774782;605.1942;605.1;0.30532165;2023-04-09;
2102157898;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-09 12:27:20;2023-04-09 12:33:46;386.108928;1.5275056132844185;1.5432793999999999;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.103265;10.2542345;301.1985;301.1;0.15432794;2023-04-09;
2102471265;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-09 23:21:18;2023-04-09 23:45:48;1469.791973;1.5163517613461701;1.5316146;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.100655;10.25344429;289.2105;289.2;0.15316146;2023-04-09;
2102575324;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-10 03:05:22;2023-04-10 06:38:31;12789.485462;1.5041352107099553;1.5195902000000001;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.10275;10.25426347;287.2125;287.2;0.15195902;2023-04-10;
2102818912;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-10 13:05:20;2023-04-11 02:51:16;49555.451988;1.515180012965518;3.0458985000000003;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.102552;20.40640816;578.5209;578.5;0.30458985;2023-04-11;
2103511197;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-11 09:05:20;2023-04-13 13:23:20;188279.785435;1.5257916053418612;8.789553699999999;6;1;3;1.5;1.5;10.0;quote_currency;10.0;quote_currency;57.606515;58.48404741;1755.4428;1755.4;0.87895537;2023-04-13;
2105318122;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-13 18:34:28;2023-04-14 01:32:30;25081.588378;1.520252383353864;1.5358935;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.102885;10.25330044;305.1945;305.1;0.15358935;2023-04-14;
2106241146;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-14 13:10:14;2023-04-15 14:15:36;90321.788079;1.5249700011983105;3.0656934000000002;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.103303;20.40699058;612.7866;612.7;0.30656934;2023-04-15;
2107883211;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-15 18:04:17;2023-04-15 21:00:46;10589.347006;1.5229036895823684;1.5382573;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.100818;10.25148325;305.5941;305.5;0.15382573;2023-04-15;
2108810167;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-16 10:18:17;2023-04-20 09:16:06;341868.834436;1.519921268381183;8.7558638;6;1;3;1.5;1.5;10.0;quote_currency;10.0;quote_currency;57.607351;58.48287558;1796.3019;1796.3;0.87558638;2023-04-20;
2114103073;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-20 15:17:13;2023-04-20 15:21:30;257.379075;1.5483690008783886;1.5639009999999998;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.100312;10.2542535375;322.5771;322.5;0.1563901;2023-04-20;
2114106498;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-20 15:21:32;2023-04-20 15:34:49;796.772624;1.5235007997813783;1.5386802;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.099635;10.25081892;316.7829;316.7;0.15386802;2023-04-20;
2114487027;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-20 22:22:16;2023-04-20 23:04:27;2530.784667;1.5177286341240352;1.5334007;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.10326;10.25659314;299.5002;299.5;0.15334007;2023-04-20;
2114670417;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-21 02:35:20;2023-04-21 02:44:24;544.372806;1.5212943936145478;1.536844;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.102213;10.255734;295.0047;295.0;0.1536844;2023-04-21;
2114676922;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-21 02:44:36;2023-04-21 02:53:14;518.319486;1.5198030309420132;1.5351959;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.101282;10.25445128;289.8099;289.8;0.15351959;2023-04-21;
2114858762;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-21 06:59:13;2023-04-21 07:55:35;3382.07525;1.5233082278183723;1.533956;6;1;0;1.5;1.5;10.0;quote_currency;10.0;quote_currency;10.069899;10.22311066;294.4053;294.4;0.1533956;2023-04-21;
2114995821;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-21 10:03:17;2023-04-21 14:28:28;15911.152129;1.5195446468516987;3.0547792;6;1;1;1.5;1.5;10.0;quote_currency;10.0;quote_currency;20.103254;20.40660497;633.2661;633.2;0.30547792;2023-04-21;
2115191934;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-21 14:28:28;2023-04-22 11:07:42;74353.759233;1.5199451898828913;5.3351321;6;1;2;1.5;1.5;10.0;quote_currency;10.0;quote_currency;35.100819;35.63174059;1117.4814;1117.4;0.53351321;2023-04-22;
2116339284;completed;PERL/USDT Long Bot;My Binance;10880008;1;long;"[{""options"":{""time"":""1m"",""type"":""buy_or_strong_buy""},""strategy"":""trading_view""},{""options"":{""time"":""15m"",""points"":""40"",""time_period"":""7"",""trigger_condition"":""less""},""strategy"":""rsi""}]";USDT_PERL;1.5;1.0;2.0;total_bought_volume;2023-04-22 17:57:29;2023-05-03 10:27:21;923391.996318;1.5038924560524574;13.739048200000001;6;1;4;1.5;1.5;10.0;quote_currency;10.0;quote_currency;91.356587;92.72948769;3162.6342;3162.6;1.37390482;2023-05-03;
